Condizione di riposo: 10 Stabile
Da 1 giro fino a 9 giri progredendo di un giro alla volta (1 giro = -25600)
MaxVel 240
Acceleration 10000
Deceleration 10000

100 misurazioni per giro

num_ciclo	spostamento	AnalogInput0	error_status
81	-76800	320	0
82	-76800	321	0
83	-76800	320	0
84	-76800	321	0
85	-76800	320	0
86	-76800	320	0
87	-76800	321	0
88	-76800	321	0
89	-76800	320	0
90	-76800	321	0
91	-76800	320	0
92	-76800	320	0
93	-76800	321	0
94	-76800	320	0
95	-76800	321	0
96	-76800	320	0
97	-76800	320	0
98	-76800	320	0
99	-76800	321	0
100	-76800	320	0
1	-102400	423	0
2	-102400	423	0
3	-102400	423	0
4	-102400	423	0
5	-102400	423	0
6	-102400	423	0
7	-102400	423	0
8	-102400	422	0
9	-102400	423	0
10	-102400	423	0
11	-102400	423	0
12	-102400	423	0
13	-102400	422	0
14	-102400	422	0
15	-102400	423	0
16	-102400	423	0
17	-102400	423	0
18	-102400	423	0
19	-102400	422	0
20	-102400	423	0
21	-102400	423	0
22	-102400	423	0
23	-102400	423	0
24	-102400	423	0
25	-102400	423	0
26	-102400	422	0
27	-102400	422	0
28	-102400	423	0
29	-102400	423	0
30	-102400	423	0
31	-102400	423	0
32	-102400	423	0
33	-102400	423	0
34	-102400	423	0
35	-102400	423	0
36	-102400	423	0
37	-102400	423	0
38	-102400	422	0
39	-102400	423	0
40	-102400	423	0
41	-102400	423	0
42	-102400	423	0
43	-102400	423	0
44	-102400	423	0
45	-102400	423	0
46	-102400	423	0
47	-102400	422	0
48	-102400	422	0
49	-102400	422	0
50	-102400	422	0
51	-102400	423	0
52	-102400	423	0
53	-102400	423	0
54	-102400	423	0
55	-102400	423	0
56	-102400	423	0
57	-102400	423	0
58	-102400	423	0
59	-102400	423	0
60	-102400	423	0
61	-102400	423	0
62	-102400	423	0
63	-102400	423	0
64	-102400	423	0
65	-102400	423	0
66	-102400	423	0
67	-102400	423	0
68	-102400	423	0
69	-102400	422	0
70	-102400	423	0
71	-102400	423	0
72	-102400	423	0
73	-102400	423	0
74	-102400	422	0
75	-102400	423	0
76	-102400	422	0
77	-102400	423	0
78	-102400	423	0
79	-102400	423	0
80	-102400	423	0
81	-102400	423	0
82	-102400	423	0
83	-102400	423	0
84	-102400	423	0
85	-102400	423	0
86	-102400	423	0
87	-102400	422	0
88	-102400	423	0
89	-102400	423	0
90	-102400	423	0
91	-102400	423	0
92	-102400	423	0
93	-102400	423	0
94	-102400	423	0
95	-102400	423	0
96	-102400	423	0
97	-102400	422	0
98	-102400	423	0
99	-102400	423	0
100	-102400	423	0
1	-128000	525	0
2	-128000	525	0
3	-128000	525	0
4	-128000	525	0
5	-128000	525	0
6	-128000	525	0
7	-128000	525	0
8	-128000	525	0
9	-128000	525	0
10	-128000	525	0
11	-128000	525	0
12	-128000	525	0
13	-128000	525	0
14	-128000	524	0
15	-128000	525	0
16	-128000	525	0
17	-128000	525	0
18	-128000	525	0
19	-128000	525	0
20	-128000	525	0
21	-128000	525	0
22	-128000	525	0
23	-128000	525	0
24	-128000	525	0
25	-128000	525	0
26	-128000	525	0
27	-128000	525	0
28	-128000	525	0
29	-128000	525	0
30	-128000	525	0
31	-128000	525	0
32	-128000	525	0
33	-128000	525	0
34	-128000	525	0
35	-128000	525	0
36	-128000	525	0
37	-128000	525	0
38	-128000	525	0
39	-128000	525	0
40	-128000	525	0
41	-128000	525	0
42	-128000	525	0
43	-128000	525	0
44	-128000	525	0
45	-128000	524	0
46	-128000	525	0
47	-128000	525	0
48	-128000	526	0
49	-128000	525	0
50	-128000	525	0
51	-128000	525	0
52	-128000	525	0
53	-128000	525	0
54	-128000	524	0
55	-128000	524	0
56	-128000	525	0
57	-128000	525	0
58	-128000	525	0
59	-128000	525	0
60	-128000	525	0
61	-128000	525	0
62	-128000	525	0
63	-128000	525	0
64	-128000	525	0
65	-128000	525	0
66	-128000	525	0
67	-128000	525	0
68	-128000	525	0
69	-128000	525	0
70	-128000	525	0
71	-128000	525	0
72	-128000	525	0
73	-128000	525	0
74	-128000	525	0
75	-128000	525	0
76	-128000	525	0
77	-128000	524	0
78	-128000	525	0
79	-128000	525	0
80	-128000	525	0
81	-128000	525	0
82	-128000	525	0
83	-128000	525	0
84	-128000	525	0
85	-128000	525	0
86	-128000	525	0
87	-128000	525	0
88	-128000	524	0
89	-128000	525	0
90	-128000	525	0
91	-128000	525	0
92	-128000	525	0
93	-128000	525	0
94	-128000	524	0
95	-128000	525	0
96	-128000	525	0
97	-128000	525	0
98	-128000	525	0
99	-128000	525	0
100	-128000	525	0
1	-153600	627	0
2	-153600	628	0
3	-153600	628	0
4	-153600	628	0
5	-153600	627	0
6	-153600	627	0
7	-153600	628	0
8	-153600	627	0
9	-153600	627	0
10	-153600	627	0
11	-153600	628	0
12	-153600	627	0
13	-153600	627	0
14	-153600	628	0
15	-153600	627	0
16	-153600	627	0
17	-153600	627	0
18	-153600	627	0
19	-153600	627	0
20	-153600	628	0
21	-153600	627	0
22	-153600	627	0
23	-153600	627	0
24	-153600	627	0
25	-153600	627	0
26	-153600	627	0
27	-153600	627	0
28	-153600	627	0
29	-153600	627	0
30	-153600	628	0
31	-153600	627	0
32	-153600	628	0
33	-153600	627	0
34	-153600	627	0
35	-153600	627	0
36	-153600	627	0
37	-153600	627	0
38	-153600	627	0
39	-153600	627	0
40	-153600	628	0
41	-153600	627	0
42	-153600	627	0
43	-153600	627	0
44	-153600	627	0
45	-153600	628	0
46	-153600	628	0
47	-153600	627	0
48	-153600	628	0
49	-153600	627	0
50	-153600	627	0
51	-153600	627	0
52	-153600	627	0
53	-153600	627	0
54	-153600	627	0
55	-153600	627	0
56	-153600	627	0
57	-153600	627	0
58	-153600	628	0
59	-153600	627	0
60	-153600	627	0
61	-153600	628	0
62	-153600	627	0
63	-153600	627	0
64	-153600	627	0
65	-153600	627	0
66	-153600	627	0
67	-153600	627	0
68	-153600	627	0
69	-153600	627	0
70	-153600	628	0
71	-153600	627	0
72	-153600	627	0
73	-153600	627	0
74	-153600	627	0
75	-153600	627	0
76	-153600	627	0
77	-153600	627	0
78	-153600	627	0
79	-153600	627	0
80	-153600	627	0
81	-153600	627	0
82	-153600	627	0
83	-153600	628	0
84	-153600	627	0
85	-153600	627	0
86	-153600	627	0
87	-153600	627	0
88	-153600	627	0
89	-153600	627	0
90	-153600	628	0
91	-153600	627	0
92	-153600	627	0
93	-153600	627	0
94	-153600	627	0
95	-153600	627	0
96	-153600	627	0
97	-153600	627	0
98	-153600	628	0
99	-153600	627	0
100	-153600	628	0
1	-179200	730	0
2	-179200	730	0
3	-179200	731	0
4	-179200	731	0
5	-179200	730	0
6	-179200	731	0
7	-179200	731	0
8	-179200	731	0
9	-179200	730	0
10	-179200	731	0
11	-179200	730	0
12	-179200	730	0
13	-179200	731	0
14	-179200	730	0
15	-179200	731	0
16	-179200	731	0
17	-179200	731	0
18	-179200	731	0
19	-179200	730	0
20	-179200	731	0
21	-179200	730	0
22	-179200	730	0
23	-179200	731	0
24	-179200	731	0
25	-179200	731	0
26	-179200	730	0
27	-179200	730	0
28	-179200	731	0
29	-179200	730	0
30	-179200	731	0
31	-179200	730	0
32	-179200	731	0
33	-179200	731	0
34	-179200	731	0
35	-179200	730	0
36	-179200	731	0
37	-179200	731	0
38	-179200	731	0
39	-179200	731	0
40	-179200	731	0
41	-179200	731	0
42	-179200	730	0
43	-179200	731	0
44	-179200	730	0
45	-179200	731	0
46	-179200	731	0
47	-179200	731	0
48	-179200	731	0
49	-179200	730	0
50	-179200	731	0
51	-179200	731	0
52	-179200	731	0
53	-179200	730	0
54	-179200	731	0
55	-179200	730	0
56	-179200	730	0
57	-179200	730	0
58	-179200	731	0
59	-179200	730	0
60	-179200	731	0
61	-179200	730	0
62	-179200	730	0
63	-179200	730	0
64	-179200	730	0
65	-179200	731	0
66	-179200	731	0
67	-179200	731	0
68	-179200	731	0
69	-179200	730	0
70	-179200	731	0
71	-179200	730	0
72	-179200	730	0
73	-179200	731	0
74	-179200	731	0
75	-179200	731	0
76	-179200	731	0
77	-179200	730	0
78	-179200	730	0
79	-179200	730	0
80	-179200	730	0
81	-179200	731	0
82	-179200	731	0
83	-179200	731	0
84	-179200	731	0
85	-179200	731	0
86	-179200	731	0
87	-179200	731	0
88	-179200	730	0
89	-179200	731	0
90	-179200	730	0
91	-179200	731	0
92	-179200	731	0
93	-179200	731	0
94	-179200	730	0
95	-179200	731	0
96	-179200	731	0
97	-179200	731	0
98	-179200	731	0
99	-179200	731	0
100	-179200	731	0
1	-204800	834	0
2	-204800	835	0
3	-204800	835	0
4	-204800	835	0
5	-204800	834	0
6	-204800	835	0
7	-204800	834	0
8	-204800	834	0
9	-204800	834	0
10	-204800	834	0
11	-204800	835	0
12	-204800	834	0
13	-204800	835	0
14	-204800	835	0
15	-204800	834	0
16	-204800	835	0
17	-204800	835	0
18	-204800	835	0
19	-204800	835	0
20	-204800	834	0
21	-204800	834	0
22	-204800	835	0
23	-204800	834	0
24	-204800	835	0
25	-204800	835	0
26	-204800	835	0
27	-204800	835	0
28	-204800	834	0
29	-204800	835	0
30	-204800	835	0
31	-204800	835	0
32	-204800	834	0
33	-204800	835	0
34	-204800	835	0
35	-204800	835	0
36	-204800	835	0
37	-204800	835	0
38	-204800	835	0
39	-204800	835	0
40	-204800	834	0
41	-204800	834	0
42	-204800	835	0
43	-204800	834	0
44	-204800	835	0
45	-204800	834	0
46	-204800	835	0
47	-204800	834	0
48	-204800	835	0
49	-204800	835	0
50	-204800	835	0
51	-204800	835	0
52	-204800	835	0
53	-204800	835	0
54	-204800	834	0
55	-204800	834	0
56	-204800	835	0
57	-204800	834	0
58	-204800	834	0
59	-204800	834	0
60	-204800	834	0
61	-204800	834	0
62	-204800	835	0
63	-204800	835	0
64	-204800	835	0
65	-204800	835	0
66	-204800	834	0
67	-204800	835	0
68	-204800	834	0
69	-204800	835	0
70	-204800	834	0
71	-204800	835	0
72	-204800	834	0
73	-204800	835	0
74	-204800	835	0
75	-204800	834	0
76	-204800	835	0
77	-204800	835	0
78	-204800	835	0
79	-204800	835	0
80	-204800	834	0
81	-204800	835	0
82	-204800	835	0
83	-204800	834	0
84	-204800	835	0
85	-204800	835	0
86	-204800	835	0
87	-204800	835	0
88	-204800	835	0
89	-204800	835	0
90	-204800	835	0
91	-204800	834	0
92	-204800	834	0
93	-204800	835	0
94	-204800	834	0
95	-204800	834	0
96	-204800	835	0
97	-204800	835	0
98	-204800	834	0
99	-204800	834	0
100	-204800	834	0
1	-230400	939	0
2	-230400	939	0
3	-230400	939	0
4	-230400	939	0
5	-230400	939	0
6	-230400	940	0
7	-230400	939	0
8	-230400	939	0
9	-230400	939	0
10	-230400	940	0
11	-230400	939	0
12	-230400	940	0
13	-230400	940	0
14	-230400	940	0
15	-230400	940	0
16	-230400	939	0
17	-230400	940	0
18	-230400	940	0
19	-230400	940	0
20	-230400	939	0
21	-230400	940	0
22	-230400	940	0
23	-230400	940	0
24	-230400	939	0
25	-230400	939	0
26	-230400	940	0
27	-230400	939	0
28	-230400	940	0
29	-230400	940	0
30	-230400	940	0
31	-230400	940	0
32	-230400	940	0
33	-230400	940	0
34	-230400	939	0
35	-230400	940	0
36	-230400	939	0
37	-230400	940	0
38	-230400	939	0
39	-230400	939	0
40	-230400	940	0
41	-230400	939	0
42	-230400	940	0
43	-230400	940	0
44	-230400	940	0
45	-230400	939	0
46	-230400	940	0
47	-230400	939	0
48	-230400	940	0
49	-230400	939	0
50	-230400	940	0
51	-230400	940	0
52	-230400	940	0
53	-230400	940	0
54	-230400	939	0
55	-230400	940	0
56	-230400	940	0
57	-230400	940	0
58	-230400	940	0
59	-230400	939	0
60	-230400	940	0
61	-230400	939	0
62	-230400	939	0
63	-230400	939	0
64	-230400	940	0
65	-230400	940	0
66	-230400	940	0
67	-230400	940	0
68	-230400	940	0
69	-230400	940	0
70	-230400	939	0
71	-230400	939	0
72	-230400	940	0
73	-230400	939	0
74	-230400	940	0
75	-230400	940	0
76	-230400	939	0
77	-230400	939	0
78	-230400	939	0
79	-230400	939	0
80	-230400	939	0
81	-230400	939	0
82	-230400	939	0
83	-230400	939	0
84	-230400	939	0
85	-230400	940	0
86	-230400	939	0
87	-230400	940	0
88	-230400	939	0
89	-230400	940	0
90	-230400	939	0
91	-230400	939	0
92	-230400	939	0
93	-230400	940	0
94	-230400	940	0
95	-230400	940	0
96	-230400	939	0
97	-230400	939	0
98	-230400	939	0
99	-230400	939	0
100	-230400	940	0
